!!SBtab	Document='D1 LTP time window' TableName='Parameter' TableType='Quantity' TableTitle='D1 LTP time window parameters'								
!ID	!Name	!Unit	!DefaultValue	!Comment	!Location	!Scale	!Value:linspace	!Description	
K141	kf_R86	1/(nanomole/liter*millisecond)	-5.3979	kf_pARPP21XB72PP2A__B72PP2A_pARPP21	Spine	log10	4e-06	independent parameter	pARPP21 + B72PP2A <=> B72PP2A_pARPP21
K142	kr_R86	1/millisecond	-1	kr_pARPP21XB72PP2A__B72PP2A_pARPP21	Spine	log10	0.1	independent parameter	pARPP21 + B72PP2A <=> B72PP2A_pARPP21
K143	kf_R87	1/millisecond	-2	kf_B56PP2Ap_pARPP21__ARPP21XB56PP2Ap	Spine	log10	0.01	independent parameter	B56PP2Ap_pARPP21 <=> ARPP21 + B56PP2Ap
K144	kf_R88	1/(nanomole/liter*millisecond)	-5.1549	kf_pARPP21XB56PP2Ap__B56PP2Ap_pARPP21	Spine	log10	7e-06	independent parameter	pARPP21 + B56PP2Ap <=> B56PP2Ap_pARPP21
K145	kr_R88	1/millisecond	-1	kr_pARPP21XB56PP2Ap__B56PP2Ap_pARPP21	Spine	log10	0.1	independent parameter	pARPP21 + B56PP2Ap <=> B56PP2Ap_pARPP21
K146	kf_R89	1/millisecond	-3	kf_B56PP2A_pARPP21__ARPP21XB56PP2A	Spine	log10	0.001	independent parameter	B56PP2A_pARPP21 <=> ARPP21 + B56PP2A
K147	kf_R90	1/(nanomole/liter*millisecond)	-5.3979	kf_pARPP21XB56PP2A__B56PP2A_pARPP21	Spine	log10	4e-06	independent parameter	pARPP21 + B56PP2A <=> B56PP2A_pARPP21
K148	kr_R90	1/millisecond	-1	kr_pARPP21XB56PP2A__B56PP2A_pARPP21	Spine	log10	0.1	independent parameter	pARPP21 + B56PP2A <=> B56PP2A_pARPP21
K149	kf_R91	1/(nanomole/liter*millisecond)	-6.301	kf_pSubstrateXPP1__PP1_pSubstrate	Spine	log10	5e-07	independent parameter	pSubstrate + PP1 <=> PP1_pSubstrate
K150	kr_R91	1/millisecond	-3	kr_pSubstrateXPP1__PP1_pSubstrate	Spine	log10	0.001	independent parameter	pSubstrate + PP1 <=> PP1_pSubstrate
K151	kf_R92	1/millisecond	-2	kf_PP1_pSubstrate__PP1XSubstrate	Spine	log10	0.01	independent parameter	PP1_pSubstrate <=> PP1 + Substrate
K152	kf_R93	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXpCaMKII_psd__pCaMKII_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + pCaMKII_psd <=> pCaMKII_psd_Substrate
K153	kr_R93	1/millisecond	-2	kr_SubstrateXpCaMKII_psd__pCaMKII_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + pCaMKII_psd <=> pCaMKII_psd_Substrate
K154	kf_R94	1/millisecond	-2	kf_pCaMKII_psd_Substrate__pCaMKII_psdXpSubstrate	Spine	log10	0.01	independent parameter	pCaMKII_psd_Substrate <=> pCaMKII_psd + pSubstrate
K155	kf_R95	1/millisecond	-4	kf_pCaMKII__CaMKII	Spine	log10	0.0001	independent parameter	pCaMKII <=> CaMKII
K156	kf_R96	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXpCaMKII_CaM_psd__pCaMKII_CaM_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + pCaMKII_CaM_psd <=> pCaMKII_CaM_psd_Substrate
K157	kr_R96	1/millisecond	-2	kr_SubstrateXpCaMKII_CaM_psd__pCaMKII_CaM_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + pCaMKII_CaM_psd <=> pCaMKII_CaM_psd_Substrate
K158	kf_R97	1/millisecond	-2	kf_pCaMKII_CaM_psd_Substrate__pCaMKII_CaM_psdXpSubstrate	Spine	log10	0.01	independent parameter	pCaMKII_CaM_psd_Substrate <=> pCaMKII_CaM_psd + pSubstrate
K159	kf_R98	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXpCaMKII_CaM_Ca2_psd__pCaMKII_CaM_Ca2_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + pCaMKII_CaM_Ca2_psd <=> pCaMKII_CaM_Ca2_psd_Substrate
K160	kr_R98	1/millisecond	-2	kr_SubstrateXpCaMKII_CaM_Ca2_psd__pCaMKII_CaM_Ca2_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + pCaMKII_CaM_Ca2_psd <=> pCaMKII_CaM_Ca2_psd_Substrate
K161	kf_R99	1/millisecond	-2	kf_pCaMKII_CaM_Ca2_psd_Substrate__pCaMKII_CaM_Ca2_psdXpSubstrate	Spine	log10	0.01	independent parameter	pCaMKII_CaM_Ca2_psd_Substrate <=> pCaMKII_CaM_Ca2_psd + pSubstrate
K162	kf_R100	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXpCaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + pCaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_psd_Substrate
K163	kr_R100	1/millisecond	-2	kr_SubstrateXpCaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + pCaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_psd_Substrate
K164	kf_R101	1/millisecond	-2	kf_pCaMKII_CaM_Ca4_psd_Substrate__pCaMKII_CaM_Ca4_psdXpSubstrate	Spine	log10	0.01	independent parameter	pCaMKII_CaM_Ca4_psd_Substrate <=> pCaMKII_CaM_Ca4_psd + pSubstrate
K165	kf_R102	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXCaMKII_CaM_psd__CaMKII_CaM_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + CaMKII_CaM_psd <=> CaMKII_CaM_psd_Substrate
K166	kr_R102	1/millisecond	-2	kr_SubstrateXCaMKII_CaM_psd__CaMKII_CaM_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + CaMKII_CaM_psd <=> CaMKII_CaM_psd_Substrate
K167	kf_R103	1/millisecond	-2	kf_CaMKII_CaM_psd_Substrate__CaMKII_CaM_psdXpSubstrate	Spine	log10	0.01	independent parameter	CaMKII_CaM_psd_Substrate <=> CaMKII_CaM_psd + pSubstrate
K168	kf_R104	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXCaMKII_CaM_Ca2_psd__CaMKII_CaM_Ca2_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + CaMKII_CaM_Ca2_psd <=> CaMKII_CaM_Ca2_psd_Substrate
K169	kr_R104	1/millisecond	-2	kr_SubstrateXCaMKII_CaM_Ca2_psd__CaMKII_CaM_Ca2_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + CaMKII_CaM_Ca2_psd <=> CaMKII_CaM_Ca2_psd_Substrate
K170	kf_R105	1/millisecond	-2	kf_CaMKII_CaM_Ca2_psd_Substrate__CaMKII_CaM_Ca2_psdXpSubstrate	Spine	log10	0.01	independent parameter	CaMKII_CaM_Ca2_psd_Substrate <=> CaMKII_CaM_Ca2_psd + pSubstrate
K171	kf_R106	1/(nanomole/liter*millisecond)	-6.301	kf_SubstrateXCaMKII_CaM_Ca4_psd__CaMKII_CaM_Ca4_psd_Substrate	Spine	log10	5e-07	independent parameter	Substrate + CaMKII_CaM_Ca4_psd <=> CaMKII_CaM_Ca4_psd_Substrate
K172	kr_R106	1/millisecond	-2	kr_SubstrateXCaMKII_CaM_Ca4_psd__CaMKII_CaM_Ca4_psd_Substrate	Spine	log10	0.01	independent parameter	Substrate + CaMKII_CaM_Ca4_psd <=> CaMKII_CaM_Ca4_psd_Substrate
K173	kf_R107	1/millisecond	-2	kf_CaMKII_CaM_Ca4_psd_Substrate__CaMKII_CaM_Ca4_psdXpSubstrate	Spine	log10	0.01	independent parameter	CaMKII_CaM_Ca4_psd_Substrate <=> CaMKII_CaM_Ca4_psd + pSubstrate
K174	kf_R108	1/millisecond	-3.301	kf_pCaMKII_CaM_Ca4__pCaMKII_CaM_Ca4_psd	Spine	log10	0.0005	independent parameter	pCaMKII_CaM_Ca4 <=> pCaMKII_CaM_Ca4_psd
K175	kr_R108	1/millisecond	-6	kr_pCaMKII_CaM_Ca4__pCaMKII_CaM_Ca4_psd	Spine	log10	1e-06	independent parameter	pCaMKII_CaM_Ca4 <=> pCaMKII_CaM_Ca4_psd
K176	kf_R109	1/millisecond	-3.301	kf_pCaMKII_CaM_Ca2__pCaMKII_CaM_Ca2_psd	Spine	log10	0.0005	independent parameter	pCaMKII_CaM_Ca2 <=> pCaMKII_CaM_Ca2_psd
K177	kr_R109	1/millisecond	-6	kr_pCaMKII_CaM_Ca2__pCaMKII_CaM_Ca2_psd	Spine	log10	1e-06	independent parameter	pCaMKII_CaM_Ca2 <=> pCaMKII_CaM_Ca2_psd
K178	kf_R110	1/millisecond	-3.301	kf_pCaMKII_CaM__pCaMKII_CaM_psd	Spine	log10	0.0005	independent parameter	pCaMKII_CaM <=> pCaMKII_CaM_psd
K179	kr_R110	1/millisecond	-6	kr_pCaMKII_CaM__pCaMKII_CaM_psd	Spine	log10	1e-06	independent parameter	pCaMKII_CaM <=> pCaMKII_CaM_psd
K180	kf_R111	1/millisecond	-3.301	kf_pCaMKII__pCaMKII_psd	Spine	log10	0.0005	independent parameter	pCaMKII <=> pCaMKII_psd
K181	kr_R111	1/millisecond	-6	kr_pCaMKII__pCaMKII_psd	Spine	log10	1e-06	independent parameter	pCaMKII <=> pCaMKII_psd
K182	kf_R112	1/(nanomole/liter*millisecond)	-4	kf_CaM_Ca4XpCaMKII_psd__pCaMKII_CaM_Ca4_psd	Spine	log10	0.0001	independent parameter	CaM_Ca4 + pCaMKII_psd <=> pCaMKII_CaM_Ca4_psd
K183	kr_R112	1/millisecond	-3.3979	kr_CaM_Ca4XpCaMKII_psd__pCaMKII_CaM_Ca4_psd	Spine	log10	0.0004	independent parameter	CaM_Ca4 + pCaMKII_psd <=> pCaMKII_CaM_Ca4_psd
K184	kf_R113	1/(nanomole/liter*millisecond)	-4	kf_pCaMKII_psdXCaM_Ca2__pCaMKII_CaM_Ca2_psd	Spine	log10	0.0001	independent parameter	pCaMKII_psd + CaM_Ca2 <=> pCaMKII_CaM_Ca2_psd
K185	kr_R113	1/millisecond	-1.3979	kr_pCaMKII_psdXCaM_Ca2__pCaMKII_CaM_Ca2_psd	Spine	log10	0.04	independent parameter	pCaMKII_psd + CaM_Ca2 <=> pCaMKII_CaM_Ca2_psd
K186	kf_R114	1/(nanomole/liter*millisecond)	-4	kf_CaMXpCaMKII_psd__pCaMKII_CaM_psd	Spine	log10	0.0001	independent parameter	CaM + pCaMKII_psd <=> pCaMKII_CaM_psd
K187	kr_R114	1/millisecond	-0.39794	kr_CaMXpCaMKII_psd__pCaMKII_CaM_psd	Spine	log10	0.4	independent parameter	CaM + pCaMKII_psd <=> pCaMKII_CaM_psd
K188	kf_R115	1/(nanomole/liter*millisecond)	-5.2218	kf_pCaMKII_CaM_psdXCa__pCaMKII_CaM_Ca2_psd	Spine	log10	6e-06	independent parameter	pCaMKII_CaM_psd + Ca <=> pCaMKII_CaM_Ca2_psd
K189	kr_R115	1/millisecond	-2.699	kr_pCaMKII_CaM_psdXCa__pCaMKII_CaM_Ca2_psd	Spine	log10	0.002	independent parameter	pCaMKII_CaM_psd + Ca <=> pCaMKII_CaM_Ca2_psd
K190	kf_R116	1/(nanomole/liter*millisecond)	-4	kf_pCaMKII_CaM_Ca2_psdXCa__pCaMKII_CaM_Ca4_psd	Spine	log10	0.0001	independent parameter	pCaMKII_CaM_Ca2_psd + Ca <=> pCaMKII_CaM_Ca4_psd
K191	kr_R116	1/millisecond	-2	kr_pCaMKII_CaM_Ca2_psdXCa__pCaMKII_CaM_Ca4_psd	Spine	log10	0.01	independent parameter	pCaMKII_CaM_Ca2_psd + Ca <=> pCaMKII_CaM_Ca4_psd
K192	kf_R117	1/(nanomole/liter*millisecond)	-6.0969	kf_pCaMKII_psdXPP1__PP1_pCaMKII_psd	Spine	log10	8e-07	independent parameter	pCaMKII_psd + PP1 <=> PP1_pCaMKII_psd
K193	kr_R117	1/millisecond	-3	kr_pCaMKII_psdXPP1__PP1_pCaMKII_psd	Spine	log10	0.001	independent parameter	pCaMKII_psd + PP1 <=> PP1_pCaMKII_psd
K194	kf_R118	1/millisecond	-3	kf_PP1_pCaMKII_psd__PP1XCaMKII_psd	Spine	log10	0.001	independent parameter	PP1_pCaMKII_psd <=> PP1 + CaMKII_psd
K195	kf_R119	1/millisecond	-3.301	kf_CaMKII_psd__CaMKII	Spine	log10	0.0005	independent parameter	CaMKII_psd <=> CaMKII
K196	kf_R120	1/(nanomole/liter*millisecond)	-4	kf_CaM_Ca4XCaMKII_psd__CaMKII_CaM_Ca4_psd	Spine	log10	0.0001	independent parameter	CaM_Ca4 + CaMKII_psd <=> CaMKII_CaM_Ca4_psd
K197	kr_R120	1/millisecond	-1.3979	kr_CaM_Ca4XCaMKII_psd__CaMKII_CaM_Ca4_psd	Spine	log10	0.04	independent parameter	CaM_Ca4 + CaMKII_psd <=> CaMKII_CaM_Ca4_psd
K198	kf_R121	1/(nanomole/liter*millisecond)	-4	kf_CaM_Ca2XCaMKII_psd__CaMKII_CaM_Ca2_psd	Spine	log10	0.0001	independent parameter	CaM_Ca2 + CaMKII_psd <=> CaMKII_CaM_Ca2_psd
K199	kr_R121	1/millisecond	-0.39794	kr_CaM_Ca2XCaMKII_psd__CaMKII_CaM_Ca2_psd	Spine	log10	0.4	independent parameter	CaM_Ca2 + CaMKII_psd <=> CaMKII_CaM_Ca2_psd
K200	kf_R122	1/(nanomole/liter*millisecond)	-4	kf_CaMXCaMKII_psd__CaMKII_CaM_psd	Spine	log10	0.0001	independent parameter	CaM + CaMKII_psd <=> CaMKII_CaM_psd
K201	kr_R122	1/millisecond	0.60206	kr_CaMXCaMKII_psd__CaMKII_CaM_psd	Spine	log10	4	independent parameter	CaM + CaMKII_psd <=> CaMKII_CaM_psd
K202	kf_R123	1/(nanomole/liter*millisecond)	-4	kf_CaMKII_CaM_Ca2_psdXCa__CaMKII_CaM_Ca4_psd	Spine	log10	0.0001	independent parameter	CaMKII_CaM_Ca2_psd + Ca <=> CaMKII_CaM_Ca4_psd
K203	kr_R123	1/millisecond	-1	kr_CaMKII_CaM_Ca2_psdXCa__CaMKII_CaM_Ca4_psd	Spine	log10	0.1	independent parameter	CaMKII_CaM_Ca2_psd + Ca <=> CaMKII_CaM_Ca4_psd
K204	kf_R124	1/(nanomole/liter*millisecond)	-5.2218	kf_CaMKII_CaM_psdXCa__CaMKII_CaM_Ca2_psd	Spine	log10	6e-06	independent parameter	CaMKII_CaM_psd + Ca <=> CaMKII_CaM_Ca2_psd
K205	kr_R124	1/millisecond	-2.699	kr_CaMKII_CaM_psdXCa__CaMKII_CaM_Ca2_psd	Spine	log10	0.002	independent parameter	CaMKII_CaM_psd + Ca <=> CaMKII_CaM_Ca2_psd
K206	kf_R125	1/millisecond	-3.301	kf_CaMKII_CaM__CaMKII_CaM_psd	Spine	log10	0.0005	independent parameter	CaMKII_CaM <=> CaMKII_CaM_psd
K207	kr_R125	1/millisecond	-3.301	kr_CaMKII_CaM__CaMKII_CaM_psd	Spine	log10	0.0005	independent parameter	CaMKII_CaM <=> CaMKII_CaM_psd
K208	kf_R126	1/millisecond	-3.301	kf_CaMKII_CaM_Ca2__CaMKII_CaM_Ca2_psd	Spine	log10	0.0005	independent parameter	CaMKII_CaM_Ca2 <=> CaMKII_CaM_Ca2_psd
K209	kr_R126	1/millisecond	-3.301	kr_CaMKII_CaM_Ca2__CaMKII_CaM_Ca2_psd	Spine	log10	0.0005	independent parameter	CaMKII_CaM_Ca2 <=> CaMKII_CaM_Ca2_psd
K210	kf_R127	1/millisecond	-3.301	kf_CaMKII_CaM_Ca4__CaMKII_CaM_Ca4_psd	Spine	log10	0.0005	independent parameter	CaMKII_CaM_Ca4 <=> CaMKII_CaM_Ca4_psd
K211	kr_R127	1/millisecond	-3.301	kr_CaMKII_CaM_Ca4__CaMKII_CaM_Ca4_psd	Spine	log10	0.0005	independent parameter	CaMKII_CaM_Ca4 <=> CaMKII_CaM_Ca4_psd
K212	kf_R128	1/millisecond	-3.301	kf_CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd__CaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	0.0005	independent parameter	CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd <=> CaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K213	kr_R128	1/millisecond	-3.301	kr_CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd__CaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	0.0005	independent parameter	CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd <=> CaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K214	kf_R129	1/millisecond	-6	kf_pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	1e-06	independent parameter	pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K215	kr_R129	1/millisecond	-3.301	kr_pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	0.0005	independent parameter	pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K216	kf_R130	1/(nanomole/liter*millisecond)	-6.4437	kf_CaMKII_CaM_Ca4XCaMKII_CaM_Ca4__CaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	3.6e-07	independent parameter	CaMKII_CaM_Ca4 + CaMKII_CaM_Ca4 <=> CaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K217	kr_R130	1/millisecond	-1.6383	kr_CaMKII_CaM_Ca4XCaMKII_CaM_Ca4__CaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	0.023	independent parameter	CaMKII_CaM_Ca4 + CaMKII_CaM_Ca4 <=> CaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K218	kf_R131	1/millisecond	-2.4089	kf_CaMKII_CaM_Ca4_CaMKII_CaM_Ca4__pCaMKII_CaM_Ca4XCaMKII_CaM_Ca4	Spine	log10	0.0039	independent parameter	CaMKII_CaM_Ca4_CaMKII_CaM_Ca4 <=> pCaMKII_CaM_Ca4 + CaMKII_CaM_Ca4
K219	kf_R132	1/(nanomole/liter*millisecond)	-5.9586	kf_pCaMKII_CaM_Ca4XCaMKII_CaM_Ca4__pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	1.1e-06	independent parameter	pCaMKII_CaM_Ca4 + CaMKII_CaM_Ca4 <=> pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K220	kr_R132	1/millisecond	-2.2676	kr_pCaMKII_CaM_Ca4XCaMKII_CaM_Ca4__pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4	Spine	log10	0.0054	independent parameter	pCaMKII_CaM_Ca4 + CaMKII_CaM_Ca4 <=> pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4
K221	kf_R133	1/millisecond	1	kf_pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4__pCaMKII_CaM_Ca4XpCaMKII_CaM_Ca4	Spine	log10	10	independent parameter	pCaMKII_CaM_Ca4_CaMKII_CaM_Ca4 <=> pCaMKII_CaM_Ca4 + pCaMKII_CaM_Ca4
K222	kf_R134	1/(nanomole/liter*millisecond)	-6.4437	kf_CaMKII_CaM_Ca4_psdXCaMKII_CaM_Ca4_psd__CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd	Spine	log10	3.6e-07	independent parameter	CaMKII_CaM_Ca4_psd + CaMKII_CaM_Ca4_psd <=> CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd
K223	kr_R134	1/millisecond	-1.6383	kr_CaMKII_CaM_Ca4_psdXCaMKII_CaM_Ca4_psd__CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd	Spine	log10	0.023	independent parameter	CaMKII_CaM_Ca4_psd + CaMKII_CaM_Ca4_psd <=> CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd
K224	kf_R135	1/millisecond	-2.4089	kf_CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_psdXCaMKII_CaM_Ca4_psd	Spine	log10	0.0039	independent parameter	CaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_psd + CaMKII_CaM_Ca4_psd
K225	kf_R136	1/(nanomole/liter*millisecond)	-5.9586	kf_pCaMKII_CaM_Ca4_psdXCaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd	Spine	log10	1.1e-06	independent parameter	pCaMKII_CaM_Ca4_psd + CaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd
K226	kr_R136	1/millisecond	-2.2676	kr_pCaMKII_CaM_Ca4_psdXCaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd	Spine	log10	0.0054	independent parameter	pCaMKII_CaM_Ca4_psd + CaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd
K227	kf_R137	1/millisecond	1	kf_pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd__pCaMKII_CaM_Ca4_psdXpCaMKII_CaM_Ca4_psd	Spine	log10	10	independent parameter	pCaMKII_CaM_Ca4_psd_CaMKII_CaM_Ca4_psd <=> pCaMKII_CaM_Ca4_psd + pCaMKII_CaM_Ca4_psd
